"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
combo-bandeja-triple;;;"CON O SIN BALANZA";"SIN BALANZA";;;;;86,500.00;80,500.00;1.30;1.00;1.00;1.00;10;"Bandeja Triple + 2 Soporte Bandeja Triple + 750 gr + bel blanco y negro";;;;;;;;;;;;;
combo-curso-online-3;"Combo Souvenirs - Recuerdos de Bebé y Chapitas Personalizadas";"Combos Cursos Online";"CON O SIN BALANZA";"CON BALANZA";;;;;56,750.00;52,300.00;0.55;1.00;1.00;1.00;0;"300 Gr + Chapita Perro TRIPLE + Chapita Pie  + Balanza + 3 Esc + 30 Llaveros";;SI;NO;;"aprender resina, aprender resina desde cero, argentina, buenos aires, capacitacion resina, clases resina, clases resina online, como hacer resina epoxi, comprar online argentina, curso advance coat, curso online manualidades, curso para emprender, curso resina epoxi, curso resina online, envio argentina, tutorial resina";"<p>Los regalos que más se venden no son los lindos. Son los que <stro";;"Advance Coat";SI;;;;
combo-curso-online-3;;;"CON O SIN BALANZA";"SIN BALANZA";;;;;46,250.00;42,800.00;0.55;1.00;1.00;1.00;0;"300 Gr + Chapita Perro TRIPLE + Chapita Pie  + 3 Esc + 30 Llaveros";;;;;;;;;;;;;
combo-curso-online-2;"Combo Emprendedora | Resina + Moldes + Llaveros Para Souvenirs";"Combos Cursos Online";;;;;;;55,750.00;53,800.00;0.55;1.00;1.00;1.00;0;"300 Gr + Oráculo + molde para compartir  + plancha dijes + 3 Esc + 30 Llaveros";;SI;NO;;"aprender resina, aprender resina desde cero, argentina, buenos aires, capacitacion resina, clases resina, clases resina online, como hacer resina epoxi, comprar online argentina, curso advance coat, curso online manualidades, curso para emprender, curso resina epoxi, curso resina online, envio argentina, tutorial resina";"Combo Variedad Resina + 2 Moldes + 30 Llaveros | Advance Coat";;"Advance Coat";SI;;;;
combo-curso-online-1;"Combo Inicial Completo - Todo Para Hacer 30 Llaveros y Vender";"Combos Cursos Online";"CON O SIN BALANZA";"CON BALANZA";;;;;61,250.00;58,300.00;0.55;1.00;1.00;1.00;20;"300g + molde oraculo + 1 balanza + 3 escamas + 30 llaveros + 1 DR azul";;SI;NO;;"aprender resina, aprender resina desde cero, argentina, buenos aires, capacitacion resina, clases resina, clases resina online, como hacer resina epoxi, comprar online argentina, curso advance coat, curso online manualidades, curso para emprender, curso resina epoxi, curso resina online, envio argentina, tutorial resina";"Combo Inicial Resina Para 30 Llaveros | Advance Coat";;"Advance Coat";SI;;;;
combo-curso-online-1;;;"CON O SIN BALANZA";"SIN BALANZA";;;;;50,750.00;48,800.00;0.55;1.00;1.00;1.00;20;"300g + molde oraculo + 3 escamas + 30 llaveros + 1 DR azul";;;;;;;;;;;;;
molde-de-plancha-de-ositos;"Molde Silicona Plancha de Ositos - Diseño Kawaii con Ositos";"Moldes de Silicona ";;;;;;;8,000.00;7,500.00;0.02;1.00;1.00;1.00;0;"plancha de ositos";;NO;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, formas, molde acabado brillante, molde alta calidad, molde de llavero, molde duradero, molde flexible, molde manualidades, molde osito, molde oso, molde para llavero de resina, molde patita, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, osito kawaii, osito resina, ositos, oso, oso peluche resina, osos, plancha de ositos, plancha de osos";"Molde Silicona Plancha de Ositos";"? Molde Silicona Plancha de Ositos de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-pie-de-bebe;"Molde Silicona Pie de bebé - para Recuerdos de Bebé";"Moldes de Silicona ";;;;;;;6,500.00;6,000.00;0.01;1.00;1.00;1.00;46;"pie de bebe";;SI;NO;;"argentina, bautismo, bebe, buenos aires, comprar moldes argentina, comprar online argentina, dije, envio argentina, epoxi, molde, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, pie, pie de bebe, resina, resina epoxi, silicona, souvenir";"Molde Silicona Pie de bebé | Resina Epoxi | Advance Coat";"? Molde Silicona Pie de bebé de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
curso-inicial;"Curso Online Resina Epoxi - Aprendé Desde Cero a Profesional";"Cursos de Resina Epoxi";;;;;;;60,000.00;45,000.00;0.00;0.00;0.00;0.00;;cursoinicial;;SI;NO;;"aprender resina, aprender resina desde cero, argentina, buenos aires, capacitacion resina, clases, clases resina, clases resina online, como hacer resina epoxi, comprar online argentina, curso, curso advance coat, curso de resina, curso inicial, curso online, curso online manualidades, curso para emprender, curso resina epoxi, curso resina online, envio argentina, taller, taller online, tutorial resina";"Curso Online Resina Epoxi | Advance Coat";;"Advance Coat";NO;;;;
molde-chapita-de-perro-triple;"Molde Silicona Chapita Perro Triple - para Llaveros Personalizados";"Moldes de Silicona ";;;;;;;5,000.00;;0.02;1.00;1.00;1.00;7;"Chapita Triple";;SI;NO;;"amantes perros, argentina, buenos aires, chapa de perro, chapita, chapita de hueso, chapita mascota, chapita resina, chapita triple, comprar moldes argentina, comprar online argentina, dog lover, envio argentina, hueso, mascotas resina, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde identificacion, molde llavero, molde manualidades, molde para llaveros, molde para resina, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, perros resina, placa identificacion";"Molde Silicona Chapita Perro Triple";"? Molde Silicona Chapita Perro Triple de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-soporte-pequeno-para-celular;"Molde Silicona Soporte Pequeño Para Celular - Soporte Celular Original";"Moldes de Silicona ";;;;;;;6,500.00;;0.02;1.00;1.00;1.00;0;"Soporte Pequeño Celular";;NO;NO;;"argentina, buenos aires, celular, comprar moldes argentina, comprar online argentina, envio argentina, molde acabado brillante, molde alta calidad, molde de soporte, molde de soporte de celular, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, porta celular, silicona, soporte, soporte de celular, soporte para celular";"Molde Silicona Soporte Pequeño Para Celular";"? Molde Silicona Soporte Pequeño Para Celular de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡...";"Advance Coat";SI;;;;
molde-de-soporte-para-celular;"Molde Silicona Soporte Para Celular - Diseño Original";"Moldes de Silicona ";;;;;;;15,000.00;13,000.00;0.08;2.00;2.00;2.00;9;"Soporte Celular";;SI;NO;;"argentina, buenos aires, celular, comprar moldes argentina, comprar online argentina, envio argentina, molde acabado brillante, molde alta calidad, molde de soporte, molde de soporte de celular, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, porta celular, silicona, soporte, soporte de celular, soporte para celular";"Molde Silicona Soporte Para Celular";"? Molde Silicona Soporte Para Celular de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-defensa-personal;"Molde Silicona Defensa Personal - Diseño Defensa Personal";"Moldes de Silicona ";;;;;;;8,500.00;7,500.00;0.10;2.00;2.00;2.00;1;"Molde defensa personal";;SI;NO;;"argentina, arma, buenos aires, comprar moldes argentina, comprar online argentina, cuchillo, daga, defensa, defensa personal, envio argentina, manopla, molde acabado brillante, molde alta calidad, molde de cuchillo, molde de daga, molde de defensa personal, molde de silicona, molde defensa, molde duradero, molde flexible, molde gatito defensa personal para resina, molde manualidades, molde para resina, molde para resina epoxi, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, personal";"Molde Silicona Defensa Personal";"? Molde Silicona Defensa Personal de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-para-hacer-joyas;"Molde Silicona para hacer Joyas - Para Dijes Artesanales";"Moldes de Silicona ";;;;;;;5,500.00;5,000.00;0.03;2.00;2.00;2.00;97;"Molde joyas";;SI;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, joya, joyas, molde, molde acabado brillante, molde alta calidad, molde de silicona, molde duradero, molde flexible, molde joyas, molde manualidades, molde para hacer joyas, molde para joyas, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, silicona";"Molde Silicona para hacer Joyas";"? Molde Silicona para hacer Joyas de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
mano-fatima;"Molde Silicona Mano de Fátima - Diseño Premium en Resina";"Moldes de Silicona ";;;;;;;6,500.00;;0.05;2.00;2.00;1.00;12;"Molde mano fatima";;SI;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, fatima, mano, mano fatima, manos, manos fatima, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, silicona";"Molde Silicona Mano de Fátima | Resina Epoxi | Advance Coat";"? Molde Silicona Mano de Fátima de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-mariposas;"Molde Silicona Mariposas - Diseño Primaveral";"Moldes de Silicona ";;;;;;;8,000.00;7,500.00;0.05;1.00;1.00;2.00;0;"Molde mariposas";;NO;NO;;"argentina, aros mariposa, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, mariposa, mariposa llavero, mariposas, mariposas resina, molde acabado brillante, molde alta calidad, molde de mariposa, molde duradero, molde flexible, molde manualidades, molde mariposa, molde mariposas, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, primavera resina, silicona, varias mariposas";"Molde Silicona Mariposas | Resina Epoxi | Advance Coat";"? Molde Silicona Mariposas de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-corazones;"Molde Silicona Corazones - Diseño Romántico";"Moldes de Silicona ";;;;;;;10,000.00;7,500.00;0.03;1.00;1.00;1.00;44;"Molde corazones";;SI;NO;;"argentina, bandeja, bandejita corazon, buenos aires, comprar moldes argentina, comprar online argentina, corazon, corazon llavero, corazon resina, corazones, envio argentina, molde acabado brillante, molde alta calidad, molde corazon, molde corazones, molde de corazones, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, regalo amor, silicona, varios corazones";"Molde Silicona Corazones | Resina Epoxi | Advance Coat";"? Molde Silicona Corazones de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-ajedrez;"Molde Silicona Ajedrez - Set de Juegos en Resina";"Moldes de Silicona ";;;;;;;6,500.00;;0.05;2.00;2.00;2.00;0;"Molde de Ajedrez";;SI;NO;;"ajedrez, ajedrez decorativo, ajedrez resina, argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, juego ajedrez, molde, molde acabado brillante, molde ajedrez, molde alta calidad, molde de ajedrez, molde de silicona, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, pieza, piezas";"Molde Silicona Ajedrez | Resina Epoxi | Advance Coat";"? Molde Silicona Ajedrez de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-diversion;"Molde Silicona Diversión - Diseño Divertido";"Moldes de Silicona ";;;;;;;8,500.00;;0.10;1.00;1.00;5.00;0;"Molde diversion";;NO;NO;;"argentina, buenos aires, caballito, caballo, cola de sirena, colgante, comprar moldes argentina, comprar online argentina, delfin, dijes, envio argentina, llaveros, luna, lunita, molde acabado brillante, molde alta calidad, molde de colgante, molde de dije, molde de llavero, molde de silicona, molde de silicona para resina, molde duradero, molde flexible, molde manualidades, molde para llavero, molde para llaveros, molde para resina epoxi, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina";"Molde Silicona Diversión | Resina Epoxi | Advance Coat";"? Molde Silicona Diversión de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-patita-con-corazon;"Molde Silicona Patita con Corazón - Diseño Romántico";"Moldes de Silicona ";;;;;;;5,000.00;;0.03;1.00;1.00;1.00;0;"Molde Patita con corazon";;NO;NO;;"argentina, brillante, buenos aires, comprar moldes argentina, comprar online argentina, corazon dije, corazon llavero, corazon resina, dije de patita, envio argentina, formas, garra, huellitas resina, mascotas resina, molde acabado brillante, molde alta calidad, molde de pata con corazon, molde de patitas, molde de perrito, molde de perro, molde duradero, molde flexible, molde garra, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, patitas resina, regalo parejas, san valentin";"Molde Silicona Patita con Corazón";"? Molde Silicona Patita con Corazón de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-porta-sube;"Molde Silicona Porta Sube - Porta Tarjetas Original";"Moldes de Silicona ";;;;;;;5,500.00;5,000.00;0.05;2.00;2.00;2.00;12;"Molde Porta Sube";;SI;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, molde acabado brillante, molde alta calidad, molde de tarjeta, molde de tarjeta sube, molde duradero, molde flexible, molde manualidades, molde para sube, molde para tarjeta, molde para tarjeta sube, molde porta sube, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, molde sube, molde tarjeta, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, porta sube, silicona, sube, tarjeta";"Molde Silicona Porta Sube | Resina Epoxi | Advance Coat";"? Molde Silicona Porta Sube de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
manijas-para-bandeja;"Manijas para Bandejas - Toque Profesional en Tus Piezas";"Moldes de Silicona ";;;;;;;5,500.00;;0.05;2.00;2.00;2.00;0;"Molde Manijas de Bandeja Rectangular";;NO;NO;;"accesorios para emprender, accesorios resina, advance coat, apoya vasos resina, argentina, bandeja, bandeja artesanal, bandeja decorativa, bandeja resina, bandejita rectangular, buenos aires, comprar online argentina, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, molde bandeja rectangular, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, rectangular, silicona, soporte, soporte de bandeja, soporte de bandeja rectangular, utiles resina";"Manijas para Bandejas | Advance Coat";;"Advance Coat";SI;;;;
molde-de-cajita-circular;"Molde Silicona Cajita Circular - para Cajitas y Joyeros";"Moldes de Silicona ";;;;;;;9,000.00;8,500.00;0.08;1.00;1.00;1.00;15;"Molde cajita circular";;SI;NO;;"argentina, buenos aires, caja con forma circular para resina epoxi, cajita, cajita regalo, cajitas resina, circular, circulo, comprar moldes argentina, comprar online argentina, envio argentina, formas, hexagonales, joyeros resina, molde acabado brillante, molde alta calidad, molde de caja, molde de cajita circular, molde de circulo, molde duradero, molde flexible, molde llavero, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, packaging artesanal";"Molde Silicona Cajita Circular | Resina Epoxi | Advance Coat";"? Molde Silicona Cajita Circular de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-apoya-vasos-geoda;"Molde Silicona Apoya Vasos Geoda - para Apoya Vasos Originales";"Moldes de Silicona ";;;;;;;5,500.00;;0.05;2.00;5.00;5.00;0;"Molde Apoya vasos Geoda";;NO;NO;;"apoya vasos, apoya vasos decorativos, apoya vasos geoda, apoya vasos para vender, apoya vasos resina, argentina, buenos aires, circulos, comprar moldes argentina, comprar online argentina, envio argentina, formas, geoda, molde acabado brillante, molde alta calidad, molde circular, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, posavasos resina, silicona";"Molde Silicona Apoya Vasos Geoda";"? Molde Silicona Apoya Vasos Geoda de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
pack-de-3-piramides-molde-de-silicona-resina-epoxi;"Pack de 3 Piramides Molde de Silicona";"Moldes de Silicona ";;;;;;;16,500.00;15,000.00;0.10;1.00;1.00;1.00;0;"pack 3 piramides";;NO;NO;;"3 piramides, argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, lampara piramidal, molde acabado brillante, molde alta calidad, molde de orgonita, molde de piramide, molde de piramides, molde duradero, molde flexible, molde manualidades, molde para resina, molde piramides, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona piramide, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, orgon, orgonita, pack 3 piramides, piramide, piramide decorativa, piramide esoterica, piramide resina, piramides, resina epox";"Pack de 3 Piramides Molde de Silicona";"? Pack de 3 Piramides Molde de Silicona de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá...";"Advance Coat";SI;;;;
molde-de-cajita-cuadrada;"Molde Silicona Cajita Cuadrada - Cajitas y Joyeros";"Moldes de Silicona ";;;;;;;9,000.00;8,500.00;0.10;1.00;1.00;1.00;4;"Molde cajita cuadrada";;SI;NO;;"argentina, buenos aires, caja con forma hexagonal para resina epoxi, cajita, cajita regalo, cajitas resina, comprar moldes argentina, comprar online argentina, cuadrada, cuadrado, envio argentina, formas, hexagonales, joyeros resina, molde acabado brillante, molde alta calidad, molde de caja, molde de cajita cuadrada, molde de cuadrado, molde duradero, molde flexible, molde llavero, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, packaging artesanal";"Molde Silicona Cajita Cuadrada | Resina Epoxi | Advance Coat";"? Molde Silicona Cajita Cuadrada de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-cajita-hexagonal;"Molde Silicona Cajita Hexagonal - Cajitas y Joyeros";"Moldes de Silicona ";;;;;;;8,500.00;;0.10;1.00;1.00;1.00;0;"Molde cajita hexagonal";;NO;NO;;"argentina, buenos aires, caja con forma hexagonal para resina epoxi, cajita, cajita regalo, cajitas resina, comprar moldes argentina, comprar online argentina, envio argentina, formas, hexagonal, hexagonales, hexagono, joyeros resina, molde acabado brillante, molde alta calidad, molde de caja, molde de cajita hexagonal, molde de hexagono, molde duradero, molde flexible, molde llavero, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, packaging artesanal";"Molde Silicona Cajita Hexagonal";"? Molde Silicona Cajita Hexagonal de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-bandeja-corazon;"Molde Silicona Bandeja Corazón - Bandejas Decorativas";"Moldes de Silicona ";;;;;;;9,000.00;7,500.00;0.10;1.00;1.00;1.00;4;"Molde Bandeja Corazón";;SI;NO;;"apoya vasos resina, argentina, bandeja, bandeja artesanal, bandeja decorativa, bandeja resina, bandejita corazon, buenos aires, comprar moldes argentina, comprar online argentina, corazon, corazon dije, corazon llavero, corazon resina, envio argentina, molde acabado brillante, molde alta calidad, molde bandeja corazon, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, regalo parejas, san valentin, silicona";"Molde Silicona Bandeja Corazón | Resina Epoxi | Advance Coat";"? Molde Silicona Bandeja Corazón de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
llaveros-reforzados-para-resina-epoxi-10-unidades;"Llaveros Reforzados Para Resina Epoxi 10 unidades";"Extras Para Resina";;;;;;;5,000.00;4,500.00;0.02;1.00;1.00;1.00;47;"10 llaveros reforzados";;SI;NO;;"arandela, argentina, argolla, buenos aires, como hacer llaveros, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, kit llavero, llavero, llaveros, llaveros para vender, llaveros personalizados, llaveros resina, mini piton, minipiton, molde llaveros, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente";"Llaveros Reforzados Para Resina Epoxi 10 unidades";"? Llaveros Reforzados Para Resina Epoxi 10 unidades cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Co...";"Advance Coat";SI;;;;
combo-para-hacer-anillos;"Combo Anillos Artesanales - Bisutería Única en Resina";Combos;;;;;;;25,500.00;22,000.00;0.25;1.00;1.00;1.00;0;"150g + molde anillos + 3 escamas";;NO;NO;;"acero, acero quirugico, advance coat, agregado, anillo, anillos, anillos artesanales, anillos resina, argentina, balanza y vaso, base, base anillo, base anillos, bases, bases anillos, bases para dijes, bisuteria anillos, buenos aires, circulo, circulos, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, set resina epoxi";"Combo Anillos Artesanales | Advance Coat";;"Advance Coat";SI;;;;
combo-para-hacer-senaladores;"Combo Señaladores - Regalos Originales Para Lectores";"Combos > Otros combos";;;;;;;32,100.00;28,000.00;0.25;1.00;1.00;1.00;0;"150g + pack 3 señaladores + 3 escamas";;NO;NO;;"argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, molde, resina epoxi, resina mas vaso, senaladores artesanales, senaladores libros, senaladores resina, set resina epoxi, silicona, vaso de silicona, vaso medidor";"Combo Señaladores | Advance Coat";;"Advance Coat";SI;;;;
combo-para-hacer-llaveros-de-letras-basico;"Combo Llaveros con Letras - Kit Inicial para Empezar";"Combos > Combos iniciales, Combos > Combos para hacer llaveros";;;;;;;40,000.00;35,000.00;0.45;1.00;10.00;15.00;49;"150g + molde letras grande + 3 escamas + 10 llaveros + pitones";;SI;NO;;"150g, advance coat, argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, como hacer llaveros, comprar combo resina argentina, comprar online argentina, descuento, dijes, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit incial, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, letras resina, llaveros, llaveros con nombres, llaveros para vender, llaveros personalizados, llaveros resina, molde, molde letras, molde llaveros, nombres personalizados, palabras resina, set resina epoxi";"Combo Llaveros con Letras | Advance Coat";;"Advance Coat";SI;;;;
combo-para-hacer-dijes;"Combo Dijes y Colgantes - Crea Joyería Artesanal Única";"Combos > Combos iniciales, Combos > Combos para hacer dijes";;;;;;;40,900.00;36,000.00;0.35;1.00;1.00;1.00;30;"150g + pack 5 moldes + 3 escamas + 3 glitter + 10 llaveros";;SI;NO;;"argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, dije, dijes, dijes artesanales, dijes para collares, dijes para emprender, dijes resina epoxi, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, llaveros, molde, molde de dijes, molde dijes, moldes silicona, pack, resina epoxi, set resina epoxi, silicona";"Combo Dijes y Colgantes | Advance Coat";;"Advance Coat";SI;;;;
combo-para-hacer-lapiceras;"Combo Lapiceras Personalizadas - Regalos y Souvenirs Únicos";"Combos > Combos iniciales, Combos > Otros combos";;;;;;;33,000.00;31,000.00;0.35;1.00;1.00;1.00;5;"150g + 2 lapiceras + 3 escamas";;SI;NO;;"argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, lapiceras corporativas, lapiceras personalizadas, lapiceras regalo, lapiceras resina, molde, resina epoxi, resina mas vaso, set resina epoxi, silicona, vaso de silicona, vaso medidor";"Combo Lapiceras Personalizadas | Advance Coat";;"Advance Coat";SI;;;;
